name	type	units
Fp1	EEG	uV
Fp2	EEG	uV
F1	EEG	uV
F2	EEG	uV
C3	EEG	uV
C4	EEG	uV
P3	EEG	uV
P4	EEG	uV
O1	EEG	uV
O2	EEG	uV
CZ	EEG	uV
PZ	EEG	uV
VEOG	EOG	n/a
HEOG	EOG	n/a
EMG1	EMG	n/a
EMG2	EMG	n/a
EMG3	EMG	n/a
EMG4	EMG	n/a
