onset	duration	sample	value	trial_type	HED
450.288	n/a	112572	BSL	baseline_block	Event, Experiment-structure, Description/Start of the baseline time-block
457.296	n/a	114324	bsl_dev	baseline	Event, Experiment-structure, Description/Baseline driving period with a road deviation
472.32	n/a	118080	EXP	block_start	Event, Experiment-structure, Description/Start of the experimental time-block
472.324	n/a	118081	no_crash_start	no_collision	Event, Experiment-structure, Description/Start of a no-collision driving-scene trial
479.28	n/a	119820	no_tire_pop	no_collision	Event, Sensory-event, Visual-presentation, Virtual-world, Description/Time-matched control point of a no-collision driving-scene trial
485.328	n/a	121332	crash_start	collision	Event, Sensory-event, Environmental-sound, Description/Tire-blowout-sound, Visual-presentation, Virtual-world, Description/Collision-driving-scene
492.336	n/a	123084	tire_pop	collision	Event, Sensory-event, Environmental-sound, Description/Tire-blowout-sound, Visual-presentation, Virtual-world, Description/Collision-driving-scene
495.84	n/a	123960	crash_start	collision	Event, Sensory-event, Environmental-sound, Description/Tire-blowout-sound, Visual-presentation, Virtual-world, Description/Collision-driving-scene
502.848	n/a	125712	tire_pop	collision	Event, Sensory-event, Environmental-sound, Description/Tire-blowout-sound, Visual-presentation, Virtual-world, Description/Collision-driving-scene
506.304	n/a	126576	crash_start	collision	Event, Sensory-event, Environmental-sound, Description/Tire-blowout-sound, Visual-presentation, Virtual-world, Description/Collision-driving-scene
513.312	n/a	128328	tire_pop	collision	Event, Sensory-event, Environmental-sound, Description/Tire-blowout-sound, Visual-presentation, Virtual-world, Description/Collision-driving-scene
516.816	n/a	129204	crash_start	collision	Event, Sensory-event, Environmental-sound, Description/Tire-blowout-sound, Visual-presentation, Virtual-world, Description/Collision-driving-scene
523.824	n/a	130956	tire_pop	collision	Event, Sensory-event, Environmental-sound, Description/Tire-blowout-sound, Visual-presentation, Virtual-world, Description/Collision-driving-scene
527.328	n/a	131832	no_crash_start	no_collision	Event, Experiment-structure, Description/Start of a no-collision driving-scene trial
534.336	n/a	133584	no_tire_pop	no_collision	Event, Sensory-event, Visual-presentation, Virtual-world, Description/Time-matched control point of a no-collision driving-scene trial
540.336	n/a	135084	crash_start	collision	Event, Sensory-event, Environmental-sound, Description/Tire-blowout-sound, Visual-presentation, Virtual-world, Description/Collision-driving-scene
547.392	n/a	136848	tire_pop	collision	Event, Sensory-event, Environmental-sound, Description/Tire-blowout-sound, Visual-presentation, Virtual-world, Description/Collision-driving-scene
550.896	n/a	137724	crash_start	collision	Event, Sensory-event, Environmental-sound, Description/Tire-blowout-sound, Visual-presentation, Virtual-world, Description/Collision-driving-scene
557.904	n/a	139476	tire_pop	collision	Event, Sensory-event, Environmental-sound, Description/Tire-blowout-sound, Visual-presentation, Virtual-world, Description/Collision-driving-scene
561.36	n/a	140340	no_crash_start	no_collision	Event, Experiment-structure, Description/Start of a no-collision driving-scene trial
568.416	n/a	142104	no_tire_pop	no_collision	Event, Sensory-event, Visual-presentation, Virtual-world, Description/Time-matched control point of a no-collision driving-scene trial
574.416	n/a	143604	no_crash_start	no_collision	Event, Experiment-structure, Description/Start of a no-collision driving-scene trial
581.424	n/a	145356	no_tire_pop	no_collision	Event, Sensory-event, Visual-presentation, Virtual-world, Description/Time-matched control point of a no-collision driving-scene trial
587.424	n/a	146856	no_crash_start	no_collision	Event, Experiment-structure, Description/Start of a no-collision driving-scene trial
594.48	n/a	148620	no_tire_pop	no_collision	Event, Sensory-event, Visual-presentation, Virtual-world, Description/Time-matched control point of a no-collision driving-scene trial
600.48	n/a	150120	crash_start	collision	Event, Sensory-event, Environmental-sound, Description/Tire-blowout-sound, Visual-presentation, Virtual-world, Description/Collision-driving-scene
607.488	n/a	151872	tire_pop	collision	Event, Sensory-event, Environmental-sound, Description/Tire-blowout-sound, Visual-presentation, Virtual-world, Description/Collision-driving-scene
610.992	n/a	152748	no_crash_start	no_collision	Event, Experiment-structure, Description/Start of a no-collision driving-scene trial
618	n/a	154500	no_tire_pop	no_collision	Event, Sensory-event, Visual-presentation, Virtual-world, Description/Time-matched control point of a no-collision driving-scene trial
624	n/a	156000	crash_start	collision	Event, Sensory-event, Environmental-sound, Description/Tire-blowout-sound, Visual-presentation, Virtual-world, Description/Collision-driving-scene
631.056	n/a	157764	tire_pop	collision	Event, Sensory-event, Environmental-sound, Description/Tire-blowout-sound, Visual-presentation, Virtual-world, Description/Collision-driving-scene
634.512	n/a	158628	crash_start	collision	Event, Sensory-event, Environmental-sound, Description/Tire-blowout-sound, Visual-presentation, Virtual-world, Description/Collision-driving-scene
641.568	n/a	160392	tire_pop	collision	Event, Sensory-event, Environmental-sound, Description/Tire-blowout-sound, Visual-presentation, Virtual-world, Description/Collision-driving-scene
645.024	n/a	161256	no_crash_start	no_collision	Event, Experiment-structure, Description/Start of a no-collision driving-scene trial
652.032	n/a	163008	no_tire_pop	no_collision	Event, Sensory-event, Visual-presentation, Virtual-world, Description/Time-matched control point of a no-collision driving-scene trial
658.032	n/a	164508	no_crash_start	no_collision	Event, Experiment-structure, Description/Start of a no-collision driving-scene trial
665.088	n/a	166272	no_tire_pop	no_collision	Event, Sensory-event, Visual-presentation, Virtual-world, Description/Time-matched control point of a no-collision driving-scene trial
671.088	n/a	167772	no_crash_start	no_collision	Event, Experiment-structure, Description/Start of a no-collision driving-scene trial
678.096	n/a	169524	no_tire_pop	no_collision	Event, Sensory-event, Visual-presentation, Virtual-world, Description/Time-matched control point of a no-collision driving-scene trial
684.096	n/a	171024	no_crash_start	no_collision	Event, Experiment-structure, Description/Start of a no-collision driving-scene trial
691.104	n/a	172776	no_tire_pop	no_collision	Event, Sensory-event, Visual-presentation, Virtual-world, Description/Time-matched control point of a no-collision driving-scene trial
697.104	n/a	174276	crash_start	collision	Event, Sensory-event, Environmental-sound, Description/Tire-blowout-sound, Visual-presentation, Virtual-world, Description/Collision-driving-scene
704.112	n/a	176028	tire_pop	collision	Event, Sensory-event, Environmental-sound, Description/Tire-blowout-sound, Visual-presentation, Virtual-world, Description/Collision-driving-scene
707.616	n/a	176904	no_crash_start	no_collision	Event, Experiment-structure, Description/Start of a no-collision driving-scene trial
714.624	n/a	178656	no_tire_pop	no_collision	Event, Sensory-event, Visual-presentation, Virtual-world, Description/Time-matched control point of a no-collision driving-scene trial
720.624	n/a	180156	no_crash_start	no_collision	Event, Experiment-structure, Description/Start of a no-collision driving-scene trial
727.68	n/a	181920	no_tire_pop	no_collision	Event, Sensory-event, Visual-presentation, Virtual-world, Description/Time-matched control point of a no-collision driving-scene trial
733.68	n/a	183420	no_crash_start	no_collision	Event, Experiment-structure, Description/Start of a no-collision driving-scene trial
740.688	n/a	185172	no_tire_pop	no_collision	Event, Sensory-event, Visual-presentation, Virtual-world, Description/Time-matched control point of a no-collision driving-scene trial
746.736	n/a	186684	crash_start	collision	Event, Sensory-event, Environmental-sound, Description/Tire-blowout-sound, Visual-presentation, Virtual-world, Description/Collision-driving-scene
753.744	n/a	188436	tire_pop	collision	Event, Sensory-event, Environmental-sound, Description/Tire-blowout-sound, Visual-presentation, Virtual-world, Description/Collision-driving-scene
757.2	n/a	189300	no_crash_start	no_collision	Event, Experiment-structure, Description/Start of a no-collision driving-scene trial
764.256	n/a	191064	no_tire_pop	no_collision	Event, Sensory-event, Visual-presentation, Virtual-world, Description/Time-matched control point of a no-collision driving-scene trial
770.256	n/a	192564	crash_start	collision	Event, Sensory-event, Environmental-sound, Description/Tire-blowout-sound, Visual-presentation, Virtual-world, Description/Collision-driving-scene
777.264	n/a	194316	tire_pop	collision	Event, Sensory-event, Environmental-sound, Description/Tire-blowout-sound, Visual-presentation, Virtual-world, Description/Collision-driving-scene
780.768	n/a	195192	no_crash_start	no_collision	Event, Experiment-structure, Description/Start of a no-collision driving-scene trial
787.776	n/a	196944	no_tire_pop	no_collision	Event, Sensory-event, Visual-presentation, Virtual-world, Description/Time-matched control point of a no-collision driving-scene trial
793.776	n/a	198444	crash_start	collision	Event, Sensory-event, Environmental-sound, Description/Tire-blowout-sound, Visual-presentation, Virtual-world, Description/Collision-driving-scene
800.784	n/a	200196	tire_pop	collision	Event, Sensory-event, Environmental-sound, Description/Tire-blowout-sound, Visual-presentation, Virtual-world, Description/Collision-driving-scene
804.288	n/a	201072	no_crash_start	no_collision	Event, Experiment-structure, Description/Start of a no-collision driving-scene trial
811.296	n/a	202824	no_tire_pop	no_collision	Event, Sensory-event, Visual-presentation, Virtual-world, Description/Time-matched control point of a no-collision driving-scene trial
817.296	n/a	204324	crash_start	collision	Event, Sensory-event, Environmental-sound, Description/Tire-blowout-sound, Visual-presentation, Virtual-world, Description/Collision-driving-scene
824.304	n/a	206076	tire_pop	collision	Event, Sensory-event, Environmental-sound, Description/Tire-blowout-sound, Visual-presentation, Virtual-world, Description/Collision-driving-scene
827.808	n/a	206952	crash_start	collision	Event, Sensory-event, Environmental-sound, Description/Tire-blowout-sound, Visual-presentation, Virtual-world, Description/Collision-driving-scene
834.816	n/a	208704	tire_pop	collision	Event, Sensory-event, Environmental-sound, Description/Tire-blowout-sound, Visual-presentation, Virtual-world, Description/Collision-driving-scene
838.32	n/a	209580	crash_start	collision	Event, Sensory-event, Environmental-sound, Description/Tire-blowout-sound, Visual-presentation, Virtual-world, Description/Collision-driving-scene
845.328	n/a	211332	tire_pop	collision	Event, Sensory-event, Environmental-sound, Description/Tire-blowout-sound, Visual-presentation, Virtual-world, Description/Collision-driving-scene
848.832	n/a	212208	no_crash_start	no_collision	Event, Experiment-structure, Description/Start of a no-collision driving-scene trial
855.84	n/a	213960	no_tire_pop	no_collision	Event, Sensory-event, Visual-presentation, Virtual-world, Description/Time-matched control point of a no-collision driving-scene trial
