onset	duration	sample	value	trial_type	HED
247.296	n/a	61824	BSL	baseline_block	Event, Experiment-structure, Description/Start of the baseline time-block
254.304	n/a	63576	bsl_dev	baseline	Event, Experiment-structure, Description/Baseline driving period with a road deviation
269.28	n/a	67320	EXP	block_start	Event, Experiment-structure, Description/Start of the experimental time-block
269.284	n/a	67321	crash_start	collision	Event, Sensory-event, Environmental-sound, Description/Tire-blowout-sound, Visual-presentation, Virtual-world, Description/Collision-driving-scene
276.288	n/a	69072	tire_pop	collision	Event, Sensory-event, Environmental-sound, Description/Tire-blowout-sound, Visual-presentation, Virtual-world, Description/Collision-driving-scene
279.792	n/a	69948	no_crash_start	no_collision	Event, Experiment-structure, Description/Start of a no-collision driving-scene trial
286.848	n/a	71712	no_tire_pop	no_collision	Event, Sensory-event, Visual-presentation, Virtual-world, Description/Time-matched control point of a no-collision driving-scene trial
292.8	n/a	73200	crash_start	collision	Event, Sensory-event, Environmental-sound, Description/Tire-blowout-sound, Visual-presentation, Virtual-world, Description/Collision-driving-scene
299.808	n/a	74952	tire_pop	collision	Event, Sensory-event, Environmental-sound, Description/Tire-blowout-sound, Visual-presentation, Virtual-world, Description/Collision-driving-scene
303.312	n/a	75828	no_crash_start	no_collision	Event, Experiment-structure, Description/Start of a no-collision driving-scene trial
310.32	n/a	77580	no_tire_pop	no_collision	Event, Sensory-event, Visual-presentation, Virtual-world, Description/Time-matched control point of a no-collision driving-scene trial
316.368	n/a	79092	crash_start	collision	Event, Sensory-event, Environmental-sound, Description/Tire-blowout-sound, Visual-presentation, Virtual-world, Description/Collision-driving-scene
323.376	n/a	80844	tire_pop	collision	Event, Sensory-event, Environmental-sound, Description/Tire-blowout-sound, Visual-presentation, Virtual-world, Description/Collision-driving-scene
326.88	n/a	81720	no_crash_start	no_collision	Event, Experiment-structure, Description/Start of a no-collision driving-scene trial
333.936	n/a	83484	no_tire_pop	no_collision	Event, Sensory-event, Visual-presentation, Virtual-world, Description/Time-matched control point of a no-collision driving-scene trial
339.888	n/a	84972	crash_start	collision	Event, Sensory-event, Environmental-sound, Description/Tire-blowout-sound, Visual-presentation, Virtual-world, Description/Collision-driving-scene
346.944	n/a	86736	tire_pop	collision	Event, Sensory-event, Environmental-sound, Description/Tire-blowout-sound, Visual-presentation, Virtual-world, Description/Collision-driving-scene
